Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
583,288,261,1477784,5691,79025,3412300
584,298,260,1477486,5729,79285,3362800
585,303,256,1477183,5776,79541,3538000
586,301,302,1476882,5775,79843,3328400
587,296,303,1476586,5768,80146,3507100
588,294,290,1476292,5772,80436,3421900
589,279,300,1476013,5751,80736,3333700
590,268,288,1475745,5731,81024,3437000
591,293,273,1475452,5751,81297,3336700
592,270,317,1475182,5704,81614,3213300
593,294,290,1474888,5708,81904,3396500
594,281,308,1474607,5681,82212,3401300
595,277,271,1474330,5687,82483,3266600
596,286,262,1474044,5711,82745,3257300
597,302,299,1473742,5714,83044,3254600
598,291,273,1473451,5732,83317,3223100
599,301,266,1473150,5767,83583,3363800
600,277,290,1472873,5754,83873,3475400
601,279,272,1472594,5761,84145,3262800
602,319,293,1472275,5787,84438,3345500
603,322,302,1471953,5807,84740,3251400
604,276,297,1471677,5786,85037,3183600
605,283,300,1471394,5769,85337,3696300
606,315,299,1471079,5785,85636,3026600
607,269,281,1470810,5773,85917,3337400
608,301,274,1470509,5800,86191,3020300
609,266,286,1470243,5780,86477,3225500
610,294,281,1469949,5793,86758,3055500
611,297,308,1469652,5782,87066,3525700
612,288,282,1469364,5788,87348,3402900
613,308,307,1469056,5789,87655,2831300
614,292,285,1468764,5796,87940,2985300
615,280,307,1468484,5769,88247,3101800
616,291,302,1468193,5758,88549,2960200
617,298,303,1467895,5753,88852,3075100
618,278,282,1467617,5749,89134,3406900
619,314,277,1467303,5786,89411,3103000
620,302,271,1467001,5817,89682,3556200
621,310,310,1466691,5817,89992,3063100
622,292,306,1466399,5803,90298,3078900
623,302,309,1466097,5796,90607,3374400
624,307,294,1465790,5809,90901,3181800
625,283,291,1465507,5801,91192,3199600
626,321,286,1465186,5836,91478,3405200
627,280,302,1464906,5814,91780,3022400
628,278,316,1464628,5776,92096,3570500
629,330,303,1464298,5803,92399,3004500
630,325,270,1463973,5858,92669,3127900
631,341,303,1463632,5896,92972,3194300
632,319,308,1463313,5907,93280,3249200
633,338,296,1462975,5949,93576,3445800
634,315,290,1462660,5974,93866,3056300
635,323,323,1462337,5974,94189,3011100
636,301,280,1462036,5995,94469,3493600
637,334,302,1461702,6027,94771,3322600
638,351,296,1461351,6082,95067,3061900
639,303,306,1461048,6079,95373,2919200
640,319,322,1460729,6076,95695,3053000
641,326,292,1460403,6110,95987,3480900
642,319,328,1460084,6101,96315,3093900
643,342,312,1459742,6131,96627,3227300
644,349,304,1459393,6176,96931,3193400
645,337,282,1459056,6231,97213,3152500
646,342,280,1458714,6293,97493,3016700
647,360,363,1458354,6290,97856,2900400
648,299,319,1458055,6270,98175,3286400
649,311,300,1457744,6281,98475,3137400
650,333,318,1457411,6296,98793,3537900
651,368,308,1457043,6356,99101,2890000
652,336,293,1456707,6399,99394,3136300
653,329,320,1456378,6408,99714,3295800
654,350,335,1456028,6423,100049,3088000
655,339,338,1455689,6424,100387,3543200
656,375,312,1455314,6487,100699,3442400
657,307,355,1455007,6439,101054,3311800
658,326,324,1454681,6441,101378,3229000
659,366,344,1454315,6463,101722,3428500
660,338,308,1453977,6493,102030,3239600
661,341,317,1453636,6517,102347,3193500
662,354,328,1453282,6543,102675,3109400
663,374,342,1452908,6575,103017,3567900
